"cluster","name","avg_log2FC","p_val","p_val_adj","gene","COG_class","Func_anno","Func","time","Anno"
"Anaerobic ferredoxin-utilizing cells","COG1149",0.755258144053089,0.00204094806460503,0.0231087990540763,"COG1149","R","MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain","","",""
"Anaerobic ferredoxin-utilizing cells","DppD",0.759010616427381,0.00941880044663347,0.0569999820132474,"COG0444","EP","ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component","","","4FWI"
"Anaerobic ferredoxin-utilizing cells","VirB4",0.76197158581571,0.0187708287074974,0.0869977240400707,"COG3451","U","Type IV secretory pathway, VirB4 component","","",""
"Anaerobic ferredoxin-utilizing cells","AcyC",0.76341485609389,0.0219123512636159,0.0953116457728576,"COG2114","T","Adenylate cyclase, class 3","","","1AB8"
"Anaerobic ferredoxin-utilizing cells","CaiA",0.767035594381541,0.0131447429996207,0.069704198182791,"COG1960","I","Acyl-CoA dehydrogenase related to the alkylation response protein AidB","Fatty acid biosynthesis","","1BUC"
"Anaerobic ferredoxin-utilizing cells","UshA",0.77145545254568,0.0213811108375243,0.0944614852862805,"COG0737","FV","2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family","","","1HO5"
"Anaerobic ferredoxin-utilizing cells","FN3",0.77415393548946,0.0330329146147633,0.120776594060228,"COG3401","R","Fibronectin type 3 domain","","",""
"Anaerobic ferredoxin-utilizing cells","FlgB",0.775121663707829,0.0194305613760734,0.0887336776347589,"COG1815","N","Flagellar basal body rod protein FlgB","","",""
"Anaerobic ferredoxin-utilizing cells","VapC",0.780961999156689,0.0289408949230765,0.113711799828357,"COG1487","V","Ribonuclease/mRNA interferase VapC, contains PIN domain","","","3TND"
"Anaerobic ferredoxin-utilizing cells","VapC",0.780961999156689,0.0289408949230765,0.113711799828357,"COG1848","V","VapC family ribonuclease, toxin component of the VapBC toxin-antitoxin module, contains PIN domain","","30169502",""
"Anaerobic ferredoxin-utilizing cells","VapC",0.780961999156689,0.0289408949230765,0.113711799828357,"COG3742","V","VapC family ribonuclease, contains PIN domain","","","4XGQ"
"Anaerobic ferredoxin-utilizing cells","VapC",0.780961999156689,0.0289408949230765,0.113711799828357,"COG4113","V","RNA interferase (RNase) VapC, contains PIN domain","","22539524","1V8O"
"Anaerobic ferredoxin-utilizing cells","DppB",0.781112532983236,0.0104616381644983,0.060822058398339,"COG0601","EP","ABC-type dipeptide/oligopeptide/nickel transport system, permease component","","",""
"Anaerobic ferredoxin-utilizing cells","RAD55",0.782267595224234,0.0233297451785672,0.0990573454557711,"COG0467","T","RecA-superfamily ATPase, KaiC/GvpD/RAD55 family","","","1TF7"
"Anaerobic ferredoxin-utilizing cells","SwrD",0.784597017793838,0.0493689615608615,0.153051061768145,"COG1582","N","Swarming motility protein SwrD","","29061663",""
"Anaerobic ferredoxin-utilizing cells","FliM",0.787844373210104,0.0383466528362226,0.131527770151604,"COG1868","N","Flagellar motor switch protein FliM","","","2HP7"
"Anaerobic ferredoxin-utilizing cells","FliK",0.789069251849522,0.039915635769111,0.133980172357824,"COG3144","N","Flagellar hook-length control protein FliK","","","2RRL"
"Anaerobic ferredoxin-utilizing cells","AlsT",0.790003474504947,0.0324715854712486,0.11976367862773,"COG1115","E","Na+/alanine symporter","","","6CSE"
"Anaerobic ferredoxin-utilizing cells","FrsA",0.790861629577044,0.0381145380070376,0.131527770151604,"COG1073","T","Fermentation-respiration switch esterase FrsA, DUF1100 family","","",""
"Anaerobic ferredoxin-utilizing cells","Rfe",0.807011691012564,0.00437176239613278,0.0390124220604052,"COG0472","M","UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase","Mureine biosynthesis","","4J72"
"Anaerobic ferredoxin-utilizing cells","YotD",0.826010860641874,0.0291412467388872,0.114073356193488,"COG1592","C","Rubrerythrin","","","1B71"
"Anaerobic ferredoxin-utilizing cells","FlgL",0.828121168271231,0.0272055407559563,0.107762179653814,"COG1344","N","Flagellin and related hook-associated protein FlgL","","","1IO1"
"Anaerobic ferredoxin-utilizing cells","RpnC",0.828828366929014,0.0205740514528884,0.0917986278808962,"COG5464","L","Recombination-promoting DNA endonuclease RpnC/YadD","","28096446",""
"Anaerobic ferredoxin-utilizing cells","YfcC",0.82971538908105,0.0369794444766991,0.128938261701868,"COG1288","R","Predicted membrane transporter YfcC, affects glyoxylate shunt","","24513124",""
"Anaerobic ferredoxin-utilizing cells","MdlB",0.833322564709336,0.0100037945883574,0.0595141000087024,"COG1132","V","ABC-type multidrug transport system, ATPase and permease component","","","2HYD"
"Anaerobic ferredoxin-utilizing cells","COG5301",0.833435567122154,0.0103451328240136,0.060822058398339,"COG5301","X","Phage-related tail fiber protein","","","6CL6"
"Anaerobic ferredoxin-utilizing cells","EntF2",0.840205403919678,0.00796737480590823,0.0548342854288978,"COG3319","Q","Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase","","","5JA1"
"Anaerobic ferredoxin-utilizing cells","grdE-1",0.843860966114519,0.0105124545379845,0.060822058398339,NA,NA,NA,NA,NA,NA
"Anaerobic ferredoxin-utilizing cells","CHASE",0.847234869622079,0.016085291048,0.077696382906165,"COG3452","T","Extracellular (periplasmic) sensor domain CHASE (specificity unknown)","","",""
"Anaerobic ferredoxin-utilizing cells","OsmY",0.850816724762586,0.0182100251743078,0.0848458252590534,"COG2823","M","Osmotically-inducible protein OsmY, contains BON domain","","12878000",""
"Anaerobic ferredoxin-utilizing cells","FapA",0.854034158693525,0.00782890190015427,0.054332547798422,"COG1315","N","Flagellar assembly protein FapA, interacts with EIIAGlc","","27218601",""
"Anaerobic ferredoxin-utilizing cells","NorV",0.864470341671136,0.013172968127612,0.069704198182791,"COG0426","C","Flavorubredoxin","","","4JHC"
"Anaerobic ferredoxin-utilizing cells","NorV",0.864470341671136,0.013172968127612,0.069704198182791,"COG1773","P","Flavorubredoxin","","","4D02"
"Anaerobic ferredoxin-utilizing cells","AppF",0.866851874230272,0.0214399762425651,0.0944614852862805,"COG4608","E","ABC-type oligopeptide transport system, ATPase component","","",""
"Anaerobic ferredoxin-utilizing cells","PksG",0.871036973164905,0.0354192921937095,0.126001738783703,"COG3425","I","3-hydroxy-3-methylglutaryl CoA synthase","Isoprenoid biosynthesis","","1TVZ"
"Anaerobic ferredoxin-utilizing cells","CHASE2",0.874690824219947,0.00293839357937105,0.0285739562586177,"COG4252","T","Extracytoplasmic sensor domain CHASE2 (specificity unknown)","","",""
"Anaerobic ferredoxin-utilizing cells","TnaA",0.874980751372234,0.0130213625429232,0.0696014962319701,"COG3033","E","Tryptophanase","","","1AX4"
"Anaerobic ferredoxin-utilizing cells","LdhA",0.875473501842339,0.00105098540195925,0.0145616793192512,"COG1052","CHR","Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase","Pyridoxal phosphate biosynthesis","","1DXY"
"Anaerobic ferredoxin-utilizing cells","GroES",0.877035715811441,0.0157830119683839,0.0769421833458716,"COG0234","O","Co-chaperonin GroES (HSP10)","","",""
"Anaerobic ferredoxin-utilizing cells","YgiM",0.879408679551659,0.0110058003403779,0.0626438257211779,"COG3103","R","Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family","","","2KQ8"
"Anaerobic ferredoxin-utilizing cells","MmdA",0.880157064609895,0.00243201211871701,0.0253555322872179,"COG4799","I","Acetyl-CoA carboxylase, carboxyltransferase component","","","1OD2"
"Anaerobic ferredoxin-utilizing cells","PurR",0.882571599334909,0.00214575266522908,0.0240369952817684,"COG1609","K","DNA-binding transcriptional regulator, LacI/PurR family","","","1BDH"
"Anaerobic ferredoxin-utilizing cells","OadB",0.894689992683556,0.00295779794130041,0.0285739562586177,"COG1883","C","Na+-transporting oxaloacetate/methylmalonyl-CoA decarboxylase, beta subunit","","",""
"Anaerobic ferredoxin-utilizing cells","FlhA",0.899205303113054,0.0069584484251592,0.050532732356501,"COG1298","N","Flagellar biosynthesis protein FlhA","","","6AI0"
"Anaerobic ferredoxin-utilizing cells","Tig",0.910549170535832,0.00620455656533079,0.0476890369583454,"COG0544","O","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","","","5OWI"
"Anaerobic ferredoxin-utilizing cells","BcsA",0.916286154903379,9.10217137126083e-05,0.00363366725114474,"COG1215","N","Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase","","","4HG6"
"Anaerobic ferredoxin-utilizing cells","CheX",0.919788072778797,0.0108716180463689,0.0625241202969024,"COG1406","N","Chemotaxis protein CheX, a CheY~P-specific phosphatase","","","3H2D"
"Anaerobic ferredoxin-utilizing cells","McrB",0.939353404192057,0.00896922948338124,0.0568138432870708,"COG1401","V","5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB","","","6HZ4"
"Anaerobic ferredoxin-utilizing cells","FlhG",0.93977361379831,0.00922617967909696,0.0568138432870708,"COG0455","DN","MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase","","","1G3Q"
"Anaerobic ferredoxin-utilizing cells","FliH",0.950610960660514,0.00909478654742105,0.0568138432870708,"COG1317","NU","Flagellar biosynthesis/type III secretory pathway protein FliH","","","5B0O"
"Anaerobic ferredoxin-utilizing cells","RsbU",0.960070452779753,0.00888308073059787,0.0568138432870708,"COG2208","TK","Phosphoserine phosphatase RsbU, regulator of sigma subunit","","","5UCG"
"Anaerobic ferredoxin-utilizing cells","HgdB",0.960622592448466,0.00909332875058178,0.0568138432870708,"COG1775","EQ","Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB","","","3O3M"
"Anaerobic ferredoxin-utilizing cells","PncA",0.960701411243357,0.00831194194412788,0.0554068103176055,"COG1335","HR","Nicotinamidase-related amidase","Pyrimidine degradation","","1ILW"
"Anaerobic ferredoxin-utilizing cells","PopZ",0.961605128483164,0.0093442207928712,0.0569999820132474,"COG3827","D","Cell pole-organizing protein PopZ","","",""
"Anaerobic ferredoxin-utilizing cells","RnpA",0.980848328130065,0.011484471245455,0.0643861765805569,"COG0594","J","RNase P protein component","","","1A6F"
"Anaerobic ferredoxin-utilizing cells","SkfB",0.981714775270433,0.00506732038517536,0.0416866278561692,"COG0535","DH","Radical SAM superfamily maturase, SkfB/NifB/PqqE family","","23282011","6Q2P"
"Anaerobic ferredoxin-utilizing cells","RnfD",1.02365899432724,0.0077820801071146,0.054332547798422,"COG4658","C","Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit","Na+-translocating Fd:NADH oxidoreductase","",""
"Anaerobic ferredoxin-utilizing cells","COG1782",1.02705127912416,0.0166141834045806,0.0791616973982959,"COG1782","R","Predicted metal-dependent RNase, contains metallo-beta-lactamase and KH domains","","","3AF5"
"Anaerobic ferredoxin-utilizing cells","PaaJ",1.03357892059279,0.0153267540156806,0.0754162241986529,"COG0183","I","Acetyl-CoA acetyltransferase","Fatty acid biosynthesis","","1AFW"
"Anaerobic ferredoxin-utilizing cells","YSH1",1.04472724545204,0.0135974686880179,0.0707494474628836,"COG1236","J","RNA processing exonuclease, beta-lactamase fold, Cft2 family","","","2DKF"
"Anaerobic ferredoxin-utilizing cells","MtnA",1.05030592808644,0.00276898309273892,0.0275069735533405,"COG0182","E","5-methylthioribose/5-deoxyribulose 1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit","","31950558","1T5O"
"Anaerobic ferredoxin-utilizing cells","AbgT",1.07763756628926,0.0137741505213856,0.0707494474628836,"COG2978","H","p-Aminobenzoyl-glutamate transporter AbgT","","17307853","4R0C"
"Anaerobic ferredoxin-utilizing cells","PreA",1.10574886265756,0.00178037645946202,0.0210644540653203,"COG1146","F","NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit","","",""
"Anaerobic ferredoxin-utilizing cells","GltP",1.10653583391999,0.00135083508633125,0.0173466993403269,"COG1301","C","Na+/H+-dicarboxylate symporter","","","1XFH"
"Anaerobic ferredoxin-utilizing cells","ArcA",1.10890239598856,0.000782391126141051,0.0123298693266813,"COG2235","E","Arginine deiminase","","","2A9G"
"Anaerobic ferredoxin-utilizing cells","FixB",1.14812865125572,0.00592338492968853,0.0467691143915139,"COG2025","C","Electron transfer flavoprotein, alpha subunit FixB","","","1EFP"
"Anaerobic ferredoxin-utilizing cells","GcvP2",1.152877889616,0.0217425085473037,0.0949994253124929,"COG1003","E","Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain","Glycine cleavage","","4LGL"
"Anaerobic ferredoxin-utilizing cells","COG2768",1.15757349185808,1.72011602312296e-05,0.0015094018102904,"COG2768","S","Uncharacterized Fe-S cluster protein","","",""
"Anaerobic ferredoxin-utilizing cells","UgpB",1.16213619496574,0.00921754355039302,0.0568138432870708,"COG1653","G","ABC-type glycerol-3-phosphate transport system, periplasmic component","","","2Z8D"
"Anaerobic ferredoxin-utilizing cells","FixA",1.17171602338657,0.000119954370258087,0.00426714853190785,"COG2086","C","Electron transfer flavoprotein, alpha and beta subunits","","","5OL2"
"Anaerobic ferredoxin-utilizing cells","NCS2",1.18500088405274,0.000715991240868024,0.0119550108565077,"COG2252","F","Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family","","24169576;24214977",""
"Anaerobic ferredoxin-utilizing cells","COG4127",1.18871277255748,0.00660935028227183,0.0490886204789389,"COG4127","R","Predicted restriction endonuclease, Mrr-cat superfamily","","",""
"Anaerobic ferredoxin-utilizing cells","Oca4",1.22514645002655,0.00846508251706259,0.0554068103176055,"COG2365","T","Protein tyrosine/serine phosphatase Oca4","","","1XRI"
"Anaerobic ferredoxin-utilizing cells","COG3464",1.22676601342022,0.00469665857944687,0.0398837216464319,"COG3464","X","Transposase","","",""
"Anaerobic ferredoxin-utilizing cells","EutG",1.25660793176044,0.00170627766966866,0.020645947766082,"COG1454","C","Alcohol dehydrogenase, class IV","","","6AHC"
"Anaerobic ferredoxin-utilizing cells","RutF",1.27125755780432,0.0024064304716846,0.0253397128668388,"COG1853","C","FMN reductase RutF, DIM6/NTAB family","Pyrimidine degradation","","1EJE"
"Anaerobic ferredoxin-utilizing cells","MntR",1.27739797130907,0.000821280176415167,0.0127177650847819,"COG1321","K","Mn-dependent transcriptional regulator MntR, DtxR family","","","1B1B"
"Anaerobic ferredoxin-utilizing cells","PstB",1.28663559634012,1.23729070588967e-05,0.00130286711330183,"COG1117","P","ABC-type phosphate transport system, ATPase component","","",""
"Anaerobic ferredoxin-utilizing cells","AtoA",1.3196375076845,0.000118991891424341,0.00426714853190785,"COG2057","I","Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit","","","5DBN"
"Anaerobic ferredoxin-utilizing cells","RnfE",1.3203397839204,0.000539121303944618,0.00998219265107156,"COG4660","C","Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfE subunit","Na+-translocating Fd:NADH oxidoreductase","",""
"Anaerobic ferredoxin-utilizing cells","COG1912",1.32700823788594,0.00234266585039198,0.0251356594878139,"COG1912","HV","Stereoselective (R,S)-S-adenosylmethionine hydrolase (adenosine-forming)","","32776704","2F4N"
"Anaerobic ferredoxin-utilizing cells","CdhA",1.34849056126896,0.00540007681402862,0.0437406221936318,"COG1152","C","CO dehydrogenase/acetyl-CoA synthase alpha subunit","","","3CF4"
"Anaerobic ferredoxin-utilizing cells","FliI",1.36211582370361,0.00169987316808461,0.020645947766082,"COG1157","NU","Flagellar biosynthesis/type III secretory pathway ATPase FliI","","","5B0O"
"Anaerobic ferredoxin-utilizing cells","RnfA",1.3702666122773,0.000387221849905066,0.00886401321630509,"COG4657","C","Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfA subunit","Na+-translocating Fd:NADH oxidoreductase","",""
"Anaerobic ferredoxin-utilizing cells","GdhA",1.3773900019787,0.000277772435458071,0.00680219475668252,"COG0334","E","Glutamate dehydrogenase/leucine dehydrogenase","Glutamine biosynthesis","24391520","1B3B"
"Anaerobic ferredoxin-utilizing cells","RnfB",1.3810481650384,1.45869527328938e-05,0.00139636920252156,"COG2878","C","Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit","Na+-translocating Fd:NADH oxidoreductase","24045950",""
"Anaerobic ferredoxin-utilizing cells","OppA",1.3974827765798,0.000239320128630965,0.00630010238621016,"COG4166","E","ABC-type oligopeptide transport system, periplasmic component","","","1B05"
"Anaerobic ferredoxin-utilizing cells","AtoD",1.44021339098161,0.000572117997021114,0.0102108517095463,"COG1788","I","Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit","","","1K6D"
"Anaerobic ferredoxin-utilizing cells","FadB",1.4475735047377,0.00452883708773179,0.0394718898126014,"COG1250","I","3-hydroxyacyl-CoA dehydrogenase","Fatty acid biosynthesis","","5ZQZ"
"Anaerobic ferredoxin-utilizing cells","GltS",1.46356591003553,2.32324810080671e-06,0.00106588845779258,"COG0786","E","Na+/glutamate symporter","","",""
"Anaerobic ferredoxin-utilizing cells","SUL1",1.46616768430759,0.00661973799431085,0.0490886204789389,"COG0659","P","Sulfate permease or related transporter, MFS superfamily","","","3NY7"
"Anaerobic ferredoxin-utilizing cells","Imp",1.5370235100007,0.000192468089570661,0.00562969161994183,"COG2358","R","TRAP-type uncharacterized transport system, periplasmic component","","","1US4"
"Anaerobic ferredoxin-utilizing cells","COG3666",1.56238724858272,0.00154085943365015,0.0195484937787182,"COG3666","X","Transposase, IS1182 family","","",""
"Anaerobic ferredoxin-utilizing cells","Tra8",1.65757593388933,2.14707011616395e-05,0.0016149034516576,"COG2826","X","Transposase and inactivated derivatives, IS30 family","","",""
"Anaerobic ferredoxin-utilizing cells","HolC",1.82259280676292,0.000512081012730721,0.00998219265107156,"COG2927","L","DNA polymerase III, chi subunit","","","1EM8"
"Anaerobic ferredoxin-utilizing cells","YoaI",1.930226060157,0.00022324061215612,0.00602749652821524,"COG2368","Q","Aromatic ring hydroxylase","","","1U8V"
"Anaerobic ferredoxin-utilizing cells","XylF",2.63520548434406,0.000545356048258195,0.00998219265107156,"COG4213","G","ABC-type xylose transport system, periplasmic component","","","4YWH"
"Anaerobic ferredoxin-utilizing cells","grdE-2",3.10357622980293,5.21520849169493e-06,0.00106588845779258,NA,NA,NA,NA,NA,NA
"Anaerobic ferredoxin-utilizing cells","DdaH",3.45626160202841,3.66767026668885e-05,0.00235609444119322,"COG1834","E","N-Dimethylarginine dimethylaminohydrolase","","","6LRH"
"C4-dicarboxylate anaerobe cells","OmpC",-3.02746357730597,1.90635664608911e-05,0.00750469066343746,"COG3203","M","Outer membrane porin OmpC/OmpF/PhoE","","","1PHO"
"C4-dicarboxylate anaerobe cells","PilA",-2.19301558035874,0.00015483968752635,0.0358471006972665,"COG4969","NW","Type IV pilus assembly protein, major pilin PilA","","","1AY2"
"C4-dicarboxylate anaerobe cells","PilY1",-1.99025315894974,0.00453799030945971,0.116849811183029,"COG3419","NW","Type IV pilus assembly protein, tip-associated adhesin PilY1","","","3HX6"
"C4-dicarboxylate anaerobe cells","SucA",-1.90543389834135,0.000678205556040704,0.0507347940920184,"COG0567","C","2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes","TCA cycle","","2JGD"
"C4-dicarboxylate anaerobe cells","SufI",-1.59625622539399,0.0130568501823711,0.165807957692261,"COG2132","DPM","Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)","","","2YXV"
"C4-dicarboxylate anaerobe cells","COG3828",-1.46551572174177,0.0176101598468793,0.178854235552799,"COG3828","R","Type 1 glutamine amidotransferase (GATase1)-like domain","","",""
"C4-dicarboxylate anaerobe cells","BglS",-1.43882631365336,0.0163473103687716,0.1774356359938,"COG2273","G","Beta-glucanase, GH16 family","","","1AJK"
"C4-dicarboxylate anaerobe cells","YbbA",-1.34922197719707,0.00033972773006516,0.0401218449206954,"COG2819","R","Predicted hydrolase of the alpha/beta superfamily","","","3GFF"
"C4-dicarboxylate anaerobe cells","YbbA",-1.34922197719707,0.00033972773006516,0.0401218449206954,"COG4181","Q","Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component","","",""
"C4-dicarboxylate anaerobe cells","COG4733",-1.28745955803623,0.00361178698506846,0.111334239419751,"COG4733","X","Phage-related protein, tail protein J","","",""
"C4-dicarboxylate anaerobe cells","PflD",-1.21596553122383,0.0185662723466799,0.17972760361827,"COG1882","C","Pyruvate-formate lyase","Pyruvate oxidation","","1CM5"
"C4-dicarboxylate anaerobe cells","FimV",-1.17880765111388,0.002306821286525,0.0898675918106796,"COG3170","NW","Type IV pilus assembly protein FimV","","",""
"C4-dicarboxylate anaerobe cells","PelB",-1.16999206588092,0.000558124419031757,0.0507347940920184,"COG3866","G","Pectate lyase","","","1AIR"
"C4-dicarboxylate anaerobe cells","Gmk",-1.15669157811774,0.00821831337167706,0.152620927661169,"COG0194","F","Guanylate kinase","","","1EX6"
"C4-dicarboxylate anaerobe cells","YajC",-1.14724614223655,0.000896398160643463,0.0510479906548143,"COG1862","U","Protein translocase subunit YajC","","",""
"C4-dicarboxylate anaerobe cells","NanM",-1.08808890115231,0.0198375472371855,0.18447356918989,"COG3055","M","N-acetylneuraminic acid mutarotase","","18063573","2UVK"
"C4-dicarboxylate anaerobe cells","MASE1",-1.0545005406703,0.00498128779995942,0.120059201872491,"COG3447","T","Integral membrane sensor domain MASE1","","",""
"C4-dicarboxylate anaerobe cells","NorB",-1.0474420489138,0.0136083568379686,0.169173362375168,"COG3256","P","Nitric oxide reductase large subunit","","","3WFC"
"C4-dicarboxylate anaerobe cells","SodA",-0.938518493539789,0.00406372448352232,0.116849811183029,"COG0605","P","Superoxide dismutase","","","1AP5"
"C4-dicarboxylate anaerobe cells","GlgP",-0.920855616254968,0.0128012198178031,0.165807957692261,"COG0058","G","Glucan phosphorylase","","","1A8I"
"C4-dicarboxylate anaerobe cells","Sco1",-0.876741661538961,0.0108205116191358,0.165127914972691,"COG1999","O","Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family","","","1ON4"
"C4-dicarboxylate anaerobe cells","COG4868",-0.84500460974259,0.0152678548056703,0.176777809073497,"COG4868","S","Uncharacterized conserved protein, UPF0371 family","","","3BH1"
"C4-dicarboxylate anaerobe cells","MlaC",-0.834978098871287,0.00533285022439437,0.124622221717638,"COG2854","M","Periplasmic subunit MlaC of the ABC-type intermembrane phospholipid transporter Mla","","19383799","2QGU"
"C4-dicarboxylate anaerobe cells","COG4889",-0.825254124237117,0.0165266045379492,0.1774356359938,"COG4889","R","Predicted helicase","","","5FFJ"
"C4-dicarboxylate anaerobe cells","LpxK",-0.824405695848948,0.0140729824774566,0.169687090707482,"COG1663","M","Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase)","Lipid A biosynthesis","","4EHW"
"C4-dicarboxylate anaerobe cells","RfaL",-0.818877284245128,0.00779188181557153,0.152620927661169,"COG3307","M","O-antigen ligase","","",""
"C4-dicarboxylate anaerobe cells","COG2848",-0.793224523413149,0.0145782717160953,0.171557090077088,"COG2848","D","Uncharacterized conserved protein, UPF0210 family","","","2HA9"
"C4-dicarboxylate anaerobe cells","RplX",-0.790278379397576,0.00191556921633332,0.0837884164625797,"COG0198","J","Ribosomal protein L24","Ribosome 50S subunit","","1VS6"
"C4-dicarboxylate anaerobe cells","CysK",-0.78547824789696,0.00185553969833313,0.0837884164625797,"COG0031","E","Cysteine synthase","Cysteine biosynthesis","","1FCJ"
"C4-dicarboxylate anaerobe cells","RpsK",-0.780385772844949,0.000101268240721503,0.0298994480730238,"COG0100","J","Ribosomal protein S11","Ribosome 30S subunit","","4V4H"
"C4-dicarboxylate anaerobe cells","TerC",-0.780299240199948,0.00325513561429039,0.106786532235471,"COG0861","P","Tellurite resistance membrane protein TerC","","",""
"C4-dicarboxylate anaerobe cells","MetC",-0.770819607061056,0.0395144151765991,0.248932773487083,"COG0626","E","Cystathionine beta-lyase/cystathionine gamma-synthase","Methionine biosynthesis","","1CL1"
"C4-dicarboxylate anaerobe cells","CysJ",-0.770124603751279,0.0389747126163542,0.248806138377915,"COG0369","FP","Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases","Cysteine biosynthesis","20118259","1YKG"
"C4-dicarboxylate anaerobe cells","COG1470",-0.768452825709505,0.0320048507300562,0.222339580659979,"COG1470","S","Uncharacterized membrane protein","","","1EUT"
"C4-dicarboxylate anaerobe cells","GumC",-0.745307177235628,0.0238804309244225,0.194501992563744,"COG3206","M","Exopolysaccharide export protein/domain GumC/Wzc1","","15003255;23089617",""
"C4-dicarboxylate anaerobe cells","Gph",-0.73550562974944,0.0126046037289966,0.165807957692261,"COG0546","C","Phosphoglycolate phosphatase, HAD superfamily","","","2NYV"
"C4-dicarboxylate anaerobe cells","PurE",-0.730659499958984,0.00978440058969718,0.165127914972691,"COG0041","F","Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase","Purine biosynthesis","","1D7A"
"C4-dicarboxylate anaerobe cells","MetE",-0.725680976544888,0.00465024650770735,0.116849811183029,"COG0620","E","Methionine synthase II (cobalamin-independent)","Methionine biosynthesis","","1T7L"
"C4-dicarboxylate anaerobe cells","PflA",-0.720033932681523,0.0228705511989901,0.18961139619116,"COG1180","O","Pyruvate-formate lyase-activating enzyme","","","3CAN"
"C4-dicarboxylate anaerobe cells","Lpd",-0.702318298305776,0.000907711942210923,0.0510479906548143,"COG1249","C","Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase","Glycine cleavagePyruvate oxidation","","6QKG"
"C4-dicarboxylate anaerobe cells","RpmH",-0.700099617657209,0.0301955815041153,0.217445010709513,"COG0230","J","Ribosomal protein L34","Ribosome 50S subunit","","6SPB"
"C4-dicarboxylate anaerobe cells","GloB",-0.691130456299544,0.00853213638262094,0.15502235489039,"COG0491","R","Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II","","25670698","1QH3"
"C4-dicarboxylate anaerobe cells","AcrB",-0.686356912509697,0.00206705369806303,0.0871853720504443,"COG0841","V","Multidrug efflux pump subunit AcrB","","","1IWG"
"C4-dicarboxylate anaerobe cells","YbhL",-0.673432538406813,0.0130326146340205,0.165807957692261,"COG0670","P","Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family","","28064000","4PGR"
"C4-dicarboxylate anaerobe cells","HemL",-0.658972375695384,0.0280505247194531,0.216520716952119,"COG0001","H","Glutamate-1-semialdehyde aminotransferase","Heme biosynthesis","","2CFB"
"C4-dicarboxylate anaerobe cells","NlpA",-0.657274540892902,0.00260076543222023,0.0931544821702966,"COG1464","P","ABC-type metal ion transport system, periplasmic component/surface antigen","","","1P99"
"C4-dicarboxylate anaerobe cells","VacB",-0.642874809002962,0.00175814453135415,0.0830547476611698,"COG0557","K","Exoribonuclease R","","","6H25"
"C4-dicarboxylate anaerobe cells","COG2847",-0.640594423360454,0.022532618340254,0.18961139619116,"COG2847","P","Copper(I)-binding protein","","","1X9L"
"C4-dicarboxylate anaerobe cells","RplF",-0.637794991715839,0.0022813455335449,0.0898675918106796,"COG0097","J","Ribosomal protein L6P/L9E","Ribosome 50S subunit","","1VS6"
"C4-dicarboxylate anaerobe cells","GalU",-0.632494230850175,0.0161055252767638,0.1774356359938,"COG1210","M","UTP-glucose-1-phosphate uridylyltransferase","","","2E3D"
"C4-dicarboxylate anaerobe cells","RpsI",-0.630701642691725,0.000882062722084945,0.0510479906548143,"COG0103","J","Ribosomal protein S9","Ribosome 30S subunit","","4V4H"
